STATE/UT,DISTRICT,Year,Murder,Rape,Kidnapping Abduction,Dacoity,Robbery,Arson,Hurt,Protection of Civil Rights (PCR) Act,Prevention of atrocities (POA) Act,Other Crimes Against STs
Tripura,Gomati,2020,0,0,0,0,0,0,0,0,0,0
Tripura,GRP,2020,0,0,0,0,0,0,0,0,0,0
Tripura,Kowai,2020,0,0,0,0,0,0,0,0,0,0
Tripura,North,2020,0,0,0,0,0,0,0,0,0,0
Tripura,Sipahijala,2020,0,0,0,0,0,0,0,0,0,0
Tripura,South,2020,0,0,0,0,0,0,0,0,0,0
Tripura,Unakoti,2020,0,0,0,0,0,0,0,0,0,0
Tripura,West,2020,1,0,0,0,0,0,0,0,1,0
Uttar Pradesh,Agra,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Aligarh,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Prayagraj,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Ambedkar Nagar,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Amethi,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Amroha,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Auraiya,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Azamgarh,2020,0,1,0,0,0,0,0,0,2,0
Uttar Pradesh,Badaun,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Baghpat,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Bahraich,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Ballia,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Balrampur,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Banda,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Barabanki,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Bareilly,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Basti,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Bijnor,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Bulandshahar,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Chandoli,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Chitrakoot,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Deoria,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Etah,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Etawah,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Ayodhya,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Fatehgarh,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Fatehpur,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Firozabad,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,GRP,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Gautambudh Nagar,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Ghaziabad,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Ghazipur,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Gonda,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Gorakhpur,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Hamirpur,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Hapur,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Hardoi,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Hathras,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Jalaun,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Jaunpur,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Jhansi,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Kannauj,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Kanpur Dehat,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Kanpur Nagar,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Kasganj,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Kaushambi,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Khiri,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Kushi Nagar,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Lalitpur,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Lucknow Commissionarate,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Maharajganj,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Mahoba,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Mainpuri,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Mathura,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Mau,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Meerut,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Mirzapur,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Moradabad,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Muzaffarnagar,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Pilibhit,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Pratapgarh,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Raibareilly,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Rampur,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Saharanpur,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Sambhal,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Sant Kabirnagar,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Shahjahanpur,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Shamli,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Shrawasti,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Sidharthnagar,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Sitapur,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Sonbhadra,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Bhadohi,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Sultanpur,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Unnao,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Varanasi,2020,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Lucknow Grameen,2020,0,0,0,0,0,0,0,0,0,0
Uttarakhand,Almora,2020,0,0,0,0,0,0,0,0,0,0
Uttarakhand,Bageshwar,2020,0,0,0,0,0,0,0,0,0,0
Uttarakhand,Chamoli,2020,0,0,0,0,0,0,0,0,0,0
Uttarakhand,Champawat,2020,0,0,0,0,0,0,0,0,0,0
Uttarakhand,Dehradun,2020,0,0,0,0,0,0,0,0,0,0
Uttarakhand,Haridwar,2020,0,5,0,0,0,0,0,0,0,0
Uttarakhand,Nainital,2020,0,0,0,0,0,0,0,0,0,0
Uttarakhand,Pauri Garhwal,2020,0,0,0,0,0,0,0,0,0,0
Uttarakhand,Pithoragarh,2020,0,1,0,0,0,0,0,0,0,0
Uttarakhand,Rudra Prayag,2020,0,0,0,0,0,0,0,0,0,0
Uttarakhand,Tehri Garhwal,2020,0,0,0,0,0,0,0,0,0,0
Uttarakhand,Udhamsingh Nagar,2020,0,0,0,0,0,0,0,0,0,0
Uttarakhand,Uttarkashi,2020,0,2,0,0,1,0,0,0,0,3
Uttarakhand,GRP,2020,0,0,0,0,0,0,0,0,0,0
West Bengal,Alipurduar,2020,0,0,0,0,0,0,0,0,0,1
West Bengal,Asansol-Durgapur PC,2020,0,0,0,0,0,0,0,0,0,3
West Bengal,Bankura,2020,0,0,0,0,0,0,0,0,0,0
West Bengal,Barrackpur PC,2020,0,0,0,0,0,0,0,0,0,0
West Bengal,Bidhannagar PC,2020,0,0,0,0,0,0,0,0,0,0
West Bengal,Birbhum,2020,0,0,0,0,0,0,0,0,0,1
West Bengal,Coochbehar,2020,0,0,0,0,0,0,0,0,0,0
West Bengal,Dakshin Dinajpur,2020,1,2,0,0,0,0,2,0,0,4
West Bengal,Darjeeling,2020,0,0,0,0,0,0,0,0,1,0
West Bengal,Hooghly Rural Police,2020,0,1,0,0,0,0,0,0,0,2
West Bengal,Howrah GRP,2020,0,0,0,0,0,0,0,0,0,0
West Bengal,Howrah PC,2020,0,0,0,0,0,0,0,0,0,0
West Bengal,Howrah Rural,2020,0,0,0,0,0,0,0,0,0,0
West Bengal,Jalpaiguri,2020,0,1,0,0,0,0,0,0,1,1
West Bengal,Jhargram,2020,0,0,0,0,0,0,0,0,0,4
West Bengal,Kharagpur GRP,2020,0,0,0,0,0,0,0,0,0,0
West Bengal,Kolkata,2020,0,0,0,0,0,0,0,0,2,0
West Bengal,Malda,2020,0,0,0,0,0,0,0,0,0,2
West Bengal,Murshidabad Police District,2020,0,0,0,0,0,0,0,0,0,0
West Bengal,Paschim Medinipur,2020,0,0,0,0,0,0,7,0,11,0
West Bengal,Purab Medinipur,2020,0,0,0,0,0,0,0,0,0,0
West Bengal,Purulia,2020,0,0,0,0,0,0,0,0,2,0
West Bengal,Sealdah GRP,2020,0,0,0,0,0,0,0,0,0,0
West Bengal,Siliguri GRP,2020,0,0,0,0,0,0,0,0,0,0
West Bengal,Siliguri PC,2020,0,0,0,0,0,0,0,0,2,12
West Bengal,Baruipur Police,2020,0,0,0,0,0,0,0,0,0,1
West Bengal,Chandannagar PC,2020,0,0,0,0,0,0,0,0,0,1
West Bengal,Diamond Harbour Police,2020,0,0,0,0,0,0,0,0,0,0
West Bengal,Kalimpong,2020,0,0,0,0,0,0,0,0,0,0
West Bengal,Purba Bardhaman,2020,0,0,0,0,0,0,0,0,1,2
West Bengal,Sundarban Police,2020,0,0,0,0,0,0,0,0,0,0
West Bengal,Barasat,2020,0,0,0,0,0,0,0,0,0,0
West Bengal,Basirhat,2020,0,0,0,0,0,0,0,0,2,0
West Bengal,Bangaon,2020,0,0,0,0,0,0,0,0,1,0
West Bengal,Islampur,2020,0,0,0,0,0,0,0,0,0,1
West Bengal,Jangipur Police District,2020,0,0,0,0,0,0,0,0,0,0
West Bengal,Krishnagar,2020,0,0,0,0,0,0,0,0,0,0
West Bengal,Raiganj,2020,0,0,0,0,0,0,0,0,0,0
West Bengal,Ranaghat,2020,0,0,0,0,0,0,0,0,0,0
A&N Islands,South Andaman,2020,0,1,0,0,0,0,0,0,0,0
A&N Islands,North & Middle Andaman,2020,0,0,0,0,0,0,0,0,0,0
A&N Islands,Nicobar,2020,0,0,0,0,0,0,0,0,0,0
Chandigarh,Chandigarh,2020,0,0,0,0,0,0,0,0,0,0
D&N Haveli and Daman & Diu,D&N Haveli,2020,0,0,0,0,0,0,0,0,0,0
D&N Haveli and Daman & Diu,Daman,2020,0,0,0,0,0,0,0,0,0,0
D&N Haveli and Daman & Diu,Diu,2020,0,0,0,0,0,0,0,0,0,0
Delhi,Central,2020,0,0,0,0,0,0,0,0,0,0
Delhi,Crime Branch,2020,0,0,0,0,0,0,0,0,0,0
Delhi,East,2020,0,0,0,0,0,0,0,0,0,0
Delhi,EOW,2020,0,0,0,0,0,0,0,0,0,0
Delhi,IGI Airport,2020,0,0,0,0,0,0,0,0,0,0
Delhi,Metro,2020,0,0,0,0,0,0,0,0,0,0
Delhi,New Delhi,2020,0,0,0,0,0,0,0,0,0,0
Delhi,North,2020,0,0,0,0,0,0,0,0,0,0
Delhi,North-East,2020,0,0,0,0,0,0,0,0,0,0
Delhi,North-West,2020,0,0,0,0,0,0,0,0,0,0
Delhi,Outer,2020,0,0,0,0,0,0,0,0,0,0
Delhi,RAILWAY,2020,0,0,0,0,0,0,0,0,0,0
Delhi,South,2020,0,0,0,0,0,0,0,0,1,0
Delhi,South-East,2020,0,0,0,0,0,0,0,0,0,0
Delhi,South-West,2020,0,0,0,0,0,0,0,0,0,0
Delhi,Spl Cell,2020,0,0,0,0,0,0,0,0,0,0
Delhi,SPUWAC,2020,0,0,0,0,0,0,0,0,0,0
Delhi,Vigilance,2020,0,0,0,0,0,0,0,0,0,0
Delhi,West,2020,0,0,0,0,0,0,0,0,0,0
Delhi,Rohini,2020,0,0,0,0,0,0,0,0,0,0
Delhi,Shahdara,2020,0,0,0,0,0,0,0,0,0,0
Delhi,Dwarka,2020,0,0,0,0,0,0,0,0,0,0
Delhi,Outer North,2020,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Anantnag,2020,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Awantipora,2020,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Bandipora,2020,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Baramulla,2020,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Budgam,2020,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Crime Jammu,2020,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Crime Srinagar,2020,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Doda,2020,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Ganderbal,2020,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Handwara,2020,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Jammu,2020,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Kathua,2020,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Kishtwar,2020,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Kulgam,2020,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Kupwara,2020,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Poonch,2020,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Pulwama,2020,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Railways Jammu,2020,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Railways Kashmir,2020,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Railways Katra,2020,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Rajouri,2020,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Ramban,2020,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Reasi,2020,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Samba,2020,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Shopian,2020,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Sopore,2020,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Srinagar,2020,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Udhampur,2020,0,0,0,0,0,0,0,0,0,0
Ladakh,Kargil,2020,0,0,0,0,0,0,0,0,0,0
Ladakh,Leh,2020,0,0,0,0,0,0,0,0,0,0
Lakshadweep,Lakshadweep,2020,0,0,0,0,0,0,0,0,0,0
Puducherry,All Districts,2020,0,0,0,0,0,0,0,0,0,0
Puducherry,Karaikal,2020,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,Anantapur,2021,1,1,2,0,0,0,0,0,1,0
Andhra Pradesh,Chittoor,2021,1,0,0,0,0,0,0,0,0,12
Andhra Pradesh,Cuddapah,2021,0,0,0,0,0,0,0,0,1,1
Andhra Pradesh,East Godavari,2021,1,2,0,0,0,0,0,0,1,23
Andhra Pradesh,Guntakal Railway,2021,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,Guntur,2021,0,3,0,0,0,0,0,0,0,5
Andhra Pradesh,Guntur Urban,2021,1,1,2,0,0,0,0,0,0,0
Andhra Pradesh,Krishna,2021,0,0,0,0,0,0,0,0,1,5
Andhra Pradesh,Kurnool,2021,3,1,0,0,0,0,0,0,0,7
Andhra Pradesh,Nellore,2021,1,4,0,0,0,0,0,0,0,18
Andhra Pradesh,Prakasham,2021,0,5,0,0,0,0,0,0,0,1
Andhra Pradesh,Rajahmundry,2021,0,0,0,0,0,0,0,0,1,0
Andhra Pradesh,Srikakulam,2021,2,0,0,0,0,0,0,0,1,8
Andhra Pradesh,Tirupathi Urban,2021,0,1,0,0,0,0,0,0,3,10
Andhra Pradesh,Vijayawada City,2021,0,1,0,0,0,0,0,0,0,0
Andhra Pradesh,Vijayawada Railway,2021,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,Visakha Rural,2021,0,5,0,0,0,0,1,0,1,7
Andhra Pradesh,Visakhapatnam,2021,0,2,0,0,0,0,0,0,1,3
Andhra Pradesh,Vizianagaram,2021,5,3,1,0,0,0,0,0,1,5
Andhra Pradesh,West Godavari,2021,0,5,0,0,0,0,0,0,0,9
Arunachal Pradesh,Anjaw,2021,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,Changlang,2021,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,Crime Branch,2021,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,Dibang Valley,2021,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,Kameng East,2021,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,Kameng West,2021,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,Kurung Kumey,2021,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,Lohit,2021,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,Longding,2021,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,Lower Dibang Valley,2021,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,Papum Pare City,2021,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,Papum Pare Rural,2021,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,Siang East,2021,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,Siang Upper,2021,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,Siang West,2021,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,Subansiri Lower,2021,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,Subansiri Upper,2021,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,Tawang,2021,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,Tirap,2021,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,Namsai,2021,0,0,0,0,0,0,0,0,0,1
Arunachal Pradesh,Siang,2021,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,Kamle,2021,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,Kra Dadi,2021,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,Lower Siang,2021,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,Leparada,2021,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,Shiyomi,2021,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,Pakkessang,2021,0,0,0,0,0,0,0,0,0,0
Assam,BIEO,2021,0,0,0,0,0,0,0,0,0,0
Assam,Barpeta,2021,0,0,0,0,0,0,0,0,0,0
Assam,Baksa,2021,0,0,0,0,0,0,0,0,0,0
Assam,Bongaigaon,2021,0,0,0,0,0,0,0,0,0,0
Assam,CID,2021,0,0,0,0,0,0,0,0,0,0
Assam,Cachar,2021,0,0,0,0,0,0,0,0,0,0
Assam,Chirang,2021,0,0,0,0,0,0,0,0,0,0
Assam,Darrang,2021,0,0,0,0,0,0,0,0,0,0
Assam,Dhemaji,2021,0,0,0,0,0,0,0,0,0,0
Assam,Dhubri,2021,0,0,0,0,0,0,0,0,0,0
Assam,Dibrugarh,2021,0,0,0,0,0,0,0,0,0,1
Assam,GRP,2021,0,0,0,0,0,0,0,0,0,0
Assam,Goalpara,2021,0,0,0,0,0,0,0,0,0,0
Assam,Golaghat,2021,0,0,0,0,0,0,0,0,0,0
Assam,Guwahati City,2021,0,0,0,0,0,0,0,0,2,0
Assam,Hailakandi,2021,0,0,0,0,0,0,0,0,0,0
Assam,Hamren,2021,0,0,0,0,0,0,0,0,0,0
Assam,Jorhat,2021,0,0,0,0,0,0,0,0,0,1
Assam,Kamrup,2021,0,0,0,0,0,0,0,0,0,0
Assam,Karbi Anglong,2021,0,0,0,0,0,0,0,0,0,0
Assam,Karimganj,2021,0,0,0,0,0,0,0,0,1,0
Assam,Kokrajhar,2021,2,0,1,0,0,0,0,0,0,2
Assam,Lakhimpur,2021,0,0,0,0,0,0,0,0,0,0
Assam,Morigaon,2021,0,0,0,0,0,0,0,0,1,0
Assam,Dima Hasao,2021,0,0,0,0,0,0,0,0,0,0
Assam,Nagaon,2021,0,0,0,0,0,0,0,0,0,0
Assam,Nalbari,2021,0,0,0,0,0,0,0,0,0,0
Assam,RPO,2021,0,0,0,0,0,0,0,0,0,0
Assam,SOU,2021,0,0,0,0,0,0,0,0,0,0
Assam,STF,2021,0,0,0,0,0,0,0,0,0,0
Assam,Sibsagar,2021,0,0,0,0,0,0,0,0,3,0
Assam,Sonitpur,2021,0,0,0,0,0,0,0,0,0,0
Assam,Tinsukia,2021,0,0,0,0,0,0,0,0,2,0
Assam,Udalguri,2021,0,0,0,0,0,0,0,0,0,0
Assam,Sadia,2021,0,0,0,0,0,0,0,0,0,0
Assam,Majuli,2021,0,0,0,0,0,0,0,0,0,0
Assam,Biswanath,2021,0,0,0,0,0,0,0,0,0,0
Assam,Hojai,2021,0,0,0,0,0,0,0,0,0,0
Assam,South Salmara,2021,0,0,0,0,0,0,0,0,0,0
Assam,Charaideo,2021,0,0,0,0,0,0,0,0,0,0
Bihar,Araria,2021,0,0,0,0,0,0,0,0,0,0
Bihar,Arwal,2021,0,0,0,0,0,0,0,0,0,0
Bihar,Aurangabad,2021,0,0,0,0,0,0,0,0,0,0
Bihar,Bagaha,2021,0,0,0,0,0,0,0,0,0,0
Bihar,Banka,2021,0,0,0,0,0,0,0,0,0,0
Bihar,Begusarai,2021,0,0,0,0,0,0,0,0,0,0
Bihar,Bettiah,2021,0,0,0,0,0,0,0,0,0,0
Bihar,Kaimur(Bhabhua),2021,0,0,0,0,0,0,0,0,0,0
Bihar,Bhagalpur,2021,0,0,0,0,0,0,0,0,0,0
Bihar,Bhojpur,2021,0,0,0,0,0,0,0,0,0,0
Bihar,Buxar,2021,0,0,0,0,0,0,0,0,0,0
Bihar,Darbhanga,2021,0,0,0,0,0,0,0,0,0,0
Bihar,Gaya,2021,0,0,0,0,0,0,0,0,0,0
Bihar,Gopalganj,2021,0,0,0,0,0,0,0,0,0,0
Bihar,Jamalpur Railway,2021,0,0,0,0,0,0,0,0,0,0
Bihar,Jamui,2021,0,0,0,0,0,0,0,0,0,0
Bihar,Jehanabad,2021,0,0,0,0,0,0,0,0,0,0
Bihar,Katihar,2021,0,0,0,0,0,0,0,0,0,0
Bihar,Katihar Railway,2021,0,0,0,0,0,0,0,0,0,0
Bihar,Khagaria,2021,0,0,0,0,0,0,0,0,0,0
Bihar,Kishanganj,2021,0,2,0,0,0,0,0,0,0,2
Bihar,Lakhisarai,2021,0,0,0,0,0,0,0,0,0,0
Bihar,Madhepura,2021,0,0,0,0,0,0,0,0,0,0
Bihar,Madhubani,2021,0,0,0,0,0,0,0,0,0,0
Bihar,Motihari,2021,0,0,0,0,0,0,0,0,0,0
Bihar,Munger,2021,1,1,0,0,0,1,3,0,0,0
Bihar,Muzaffarpur,2021,0,0,0,0,0,0,0,0,0,0
Bihar,Muzaffarpur Railway,2021,0,0,0,0,0,0,0,0,0,0
Bihar,Nalanda,2021,0,0,0,0,0,0,0,0,0,0
Bihar,Naugachia,2021,0,0,0,0,0,0,0,0,0,0
Bihar,Nawadah,2021,0,0,0,0,0,0,0,0,0,0
Bihar,Patna,2021,0,0,0,0,0,0,0,0,0,0
Bihar,Patna Railway,2021,0,0,0,0,0,0,0,0,0,0
Bihar,Purnea,2021,0,0,0,0,0,0,0,0,0,0
Bihar,Rohtas,2021,0,0,0,0,0,0,0,0,0,0
Bihar,Saharsa,2021,0,0,0,0,0,0,0,0,0,0
Bihar,Samastipur,2021,0,0,0,0,0,0,0,0,0,0
Bihar,Saran,2021,0,0,0,0,0,0,0,0,0,0
Bihar,Sheikhpura,2021,0,0,0,0,0,0,0,0,0,0
Bihar,Sheohar,2021,0,0,0,0,0,0,0,0,0,0
Bihar,Sitamarhi,2021,0,0,0,0,0,0,0,0,0,0
Bihar,Siwan,2021,0,0,0,0,0,0,0,0,0,0
Bihar,Supaul,2021,0,0,0,0,0,0,0,0,0,0
Bihar,Vaishali,2021,0,0,0,0,0,0,0,0,0,0
Bihar,Economic Offences Unit,2021,0,0,0,0,0,0,0,0,0,0
Bihar,Anti Terrorist Squad,2021,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,Balod,2021,0,11,0,0,0,0,0,0,0,5
Chhattisgarh,Balodbazar,2021,0,2,0,0,0,0,0,0,0,1
Chhattisgarh,Balrampur,2021,1,26,0,0,0,0,0,0,0,21
Chhattisgarh,Bemetra,2021,0,2,0,0,0,0,0,0,0,0
Chhattisgarh,Bilaspur,2021,0,4,0,0,0,0,0,0,1,0
Chhattisgarh,Bizapur,2021,0,6,1,0,0,0,0,0,1,0
Chhattisgarh,Dantewara,2021,0,1,0,0,0,0,0,0,0,2
Chhattisgarh,Dhamtari,2021,0,7,0,0,0,0,0,0,0,5
Chhattisgarh,Durg,2021,0,2,0,0,0,0,0,0,0,0
Chhattisgarh,Gariyaband,2021,0,9,1,0,0,0,1,0,0,3
Chhattisgarh,GRP Raipur,2021,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,Jagdalpur,2021,0,3,0,0,0,0,0,0,0,0
Chhattisgarh,Janjgir,2021,0,0,1,0,0,0,2,0,0,1
Chhattisgarh,Jashpur,2021,1,23,3,0,0,0,2,0,0,0
Chhattisgarh,Kabirdham,2021,1,0,0,0,0,0,0,0,0,0
Chhattisgarh,Kanker,2021,1,12,0,0,0,0,0,0,0,5
Chhattisgarh,Kondagaon,2021,0,12,0,0,0,0,0,0,0,6
Chhattisgarh,Korba,2021,2,6,1,0,1,0,1,0,0,1
Chhattisgarh,Koriya,2021,0,10,0,0,0,0,0,0,0,2
Chhattisgarh,Mahasamund,2021,0,3,1,0,0,0,0,0,0,8
Chhattisgarh,Mungali,2021,0,2,0,0,0,0,0,0,0,4
Chhattisgarh,Narayanpur,2021,0,3,0,0,0,0,0,0,1,0
Chhattisgarh,Raigarh,2021,0,12,0,0,0,0,0,0,0,4
Chhattisgarh,Raipur,2021,0,10,1,0,0,0,3,0,0,15
Chhattisgarh,Rajnandgaon,2021,1,12,2,0,0,0,1,0,0,8
Chhattisgarh,Sarguja,2021,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,Sukma,2021,0,5,0,0,0,0,0,0,0,2
Chhattisgarh,Surajpur,2021,0,24,2,0,0,1,2,0,0,3
Chhattisgarh,Gaurela-Pendra-Marwari,2021,0,1,0,0,0,0,0,0,0,0
Goa,North Goa,2021,0,0,0,0,0,0,0,0,0,0
Goa,South Goa,2021,0,1,0,0,0,0,0,0,2,1
Goa,CID,2021,0,0,0,0,0,0,0,0,0,0
Gujarat,Ahmedabad City,2021,1,7,0,0,0,0,0,0,0,3
Gujarat,Ahmedabad Rural,2021,0,0,0,0,0,0,0,0,0,1
Gujarat,Amreli,2021,0,1,0,0,0,0,0,0,0,0
Gujarat,Anand,2021,1,2,0,0,0,0,0,0,0,1
Gujarat,Arvalli,2021,4,1,0,0,0,0,0,0,0,0
Gujarat,Banaskantha,2021,0,2,0,0,0,0,0,0,0,3
Gujarat,Bharuch,2021,3,1,2,1,2,0,4,0,0,6
